ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x591c,JAPRES12DEL03,23,4.5,26.902908,75.792934,27.042908,75.932934,2022-03-10,23:40:00,23:50:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
0x4ba3,HYDRES02DEL03,25,4.8,17.41233,78.449654,17.47233,78.509654,2022-03-01,22:45:00,22:50:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,NaN ,Urban ,12
0x9be,MUMRES15DEL02,34,4.3,19.176269,72.836721,19.226269,72.886721,2022-03-01,17:40:00,17:55:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,31
0xd63a,KNPRES05DEL02,30,4.6,26.479108,80.315042,26.609108,80.445042,2022-02-16,22:50:00,23:00:00,conditions Stormy,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,25
0xaf78,RANCHIRES19DEL01,23,4.8,23.333017,85.3172,23.343017,85.3272,2022-03-17,09:30:00,09:45:00,conditions Sunny,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,16
0x29e5,INDORES03DEL01,21,4.9,22.751857,75.866699,22.761857,75.876699,2022-03-03,08:50:00,08:55:00,conditions Sandstorms,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,19
0x5498,COIMBRES010DEL01,26,4.5,11.003008,76.97544,11.043008,77.01544,2022-03-24,13:25:00,13:35:00,conditions Sunny,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,11
0xb346,RANCHIRES07DEL01,35,4.6,23.359407,85.325055,23.369407,85.335055,2022-03-07,11:00:00,11:10:00,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,27
0x3db4,RANCHIRES11DEL01,23,5.0,23.359194,85.325447,23.429194,85.395447,2022-03-27,21:40:00,21:55:00,conditions Sandstorms,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,21
0x1729,SURRES19DEL01,27,4.2,21.149669,72.772629,21.259669,72.882629,2022-03-20,19:40:00,19:45:00,conditions Fog,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,33
0x459b,INDORES06DEL03,33,4.6,22.728163,75.884212,22.818163,75.974212,2022-04-06,19:00:00,19:15:00,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,35
0x766f,RANCHIRES09DEL03,35,4.8,23.351058,85.325731,23.411058,85.385731,2022-03-30,22:30:00,22:35:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,26
0xaa02,COIMBRES03DEL02,30,4.8,11.025083,77.015393,11.045083,77.035393,2022-03-24,10:50:00,10:55:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Urban ,24
0xd509,KOCRES13DEL03,38,4.7,9.991703,76.293136,10.051703,76.353136,2022-02-15,17:20:00,17:25:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,30
0x4059,MUMRES010DEL02,28,4.6,19.003517,72.82765,19.083517,72.90765,2022-03-02,22:45:00,22:50:00,conditions Stormy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,18
0x9d6e,INDORES15DEL03,20,4.8,22.760072,75.892574,22.820072,75.952574,2022-03-03,23:15:00,23:20:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,18
0xc57f,GOARES09DEL02,39,4.9,15.303897,73.914336,15.353897,73.964336,2022-02-13,23:25:00,23:35:00,conditions Windy,Low ,2,Snack ,scooter ,0,No ,Urban ,24
0x9ed2,JAPRES16DEL01,25,4.7,26.849596,75.800512,26.859596,75.810512,2022-04-05,08:25:00,08:40:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,12
0x44bb,BANGRES18DEL02,28,4.8,12.913041,77.683237,12.963041,77.733237,2022-03-24,21:45:00,21:50:00,conditions Fog,Jam ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,21
0xaea9,SURRES13DEL01,21,4.7,21.170096,72.789122,21.280096,72.899122,2022-04-02,21:50:00,22:00:00,conditions Windy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,22
0xa7e6,JAPRES09DEL03,32,4.5,26.911378,75.789034,27.051378,75.929034,2022-04-02,19:25:00,19:40:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0x5fee,INDORES08DEL03,34,4.7,22.725748,75.898497,22.785747,75.958497,2022-03-09,21:35:00,21:45:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,48
0x46b3,SURRES03DEL02,33,3.7,21.186884,72.793616,21.266884,72.873616,2022-03-04,21:25:00,21:30:00,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,37
0x330c,MYSRES15DEL03,33,4.8,12.352058,76.60665,12.442058,76.69665,2022-03-08,23:30:00,23:35:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Urban ,23
0x49c5,BANGRES01DEL02,24,5.0,12.933284,77.615428,13.013284,77.695428,2022-03-23,22:50:00,22:55:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,24
0x45b6,BANGRES20DEL02,25,4.9,12.972161,77.596014,12.992161,77.616014,2022-03-07,09:50:00,10:00:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,18
0x8ceb,PUNERES04DEL01,25,4.6,18.51421,73.838429,18.55421,73.878429,2022-03-01,12:50:00,13:00:00,conditions Fog,High ,2,Meal ,scooter ,1,No ,Urban ,23
0xc0ed,KOCRES12DEL03,27,4.6,-9.988483,76.295211,10.048483,76.355211,2022-02-17,23:30:00,23:45:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Urban ,12
0x730c,JAPRES12DEL02,22,5.0,26.902908,75.792934,27.032908,75.922934,2022-03-10,17:15:00,17:30:00,conditions Sunny,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,12
0xc5ad,AURGRES01DEL01,26,4.6,19.876219,75.346017,19.986219,75.456017,2022-02-12,23:55:00,00:00:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,21
0x191b,PUNERES18DEL03,25,4.5,18.593481,73.785901,18.623481,73.815901,2022-04-01,20:45:00,21:00:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0xdbf,COIMBRES02DEL01,32,4.1,11.022477,76.995667,11.032477,77.005667,2022-03-21,10:45:00,10:55:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,22
0x8593,HYDRES05DEL02,23,4.5,17.433809,78.386744,17.513809,78.466744,2022-03-06,19:15:00,19:25:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,40
0xba31,CHENRES09DEL01,28,5.0,13.044694,80.26147,13.154694,80.37147,2022-03-20,21:35:00,21:40:00,conditions Stormy,Jam ,1,Buffet ,scooter ,0,No ,Urban ,17
0xb890,VADRES02DEL01,25,5.0,0.0,0.0,0.11,0.11,2022-03-16,19:00:00,19:05:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,30
0x1760,MYSRES12DEL01,27,4.7,12.284747,76.625861,12.324747,76.665861,2022-03-03,15:25:00,15:40:00,conditions Cloudy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,13
0xa235,SURRES010DEL03,22,4.6,21.17106,72.789292,21.26106,72.879292,2022-03-10,23:25:00,23:35:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Urban ,28
0x5e55,MUMRES03DEL03,21,4.7,19.22384,72.841347,19.25384,72.871347,2022-03-11,23:00:00,23:15:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,16
0x525c,VADRES17DEL03,21,4.9,0.0,0.0,0.09,0.09,2022-04-06,17:10:00,17:25:00,conditions Cloudy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,39
0x4dd9,HYDRES010DEL03,22,4.6,17.428294,78.404423,17.458294,78.434423,2022-03-28,18:25:00,18:30:00,conditions Windy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,29
0x5841,HYDRES02DEL01,37,4.6,17.41233,78.449654,17.42233,78.459654,2022-04-05,10:25:00,10:40:00,conditions Cloudy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,19
0xc6a9,GOARES11DEL03,25,4.2,15.544419,73.755736,15.604419,73.815736,2022-02-15,20:35:00,20:50:00,conditions Sunny,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,46
0x7cc,VADRES04DEL02,22,4.0,0.0,0.0,0.05,0.05,2022-03-15,23:50:00,00:05:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,15
0x3c6a,CHENRES07DEL02,34,4.7,13.081878,80.248519,13.161878,80.328519,2022-03-08,18:10:00,18:25:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,2,No ,Metropolitian ,44
0xd1c0,KNPRES13DEL02,24,4.5,26.481547,80.299775,26.561547,80.379775,2022-02-18,22:40:00,22:55:00,conditions Fog,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,29
0xac84,BANGRES15DEL02,34,4.2,12.975377,77.696664,13.105377,77.826664,2022-03-06,18:35:00,18:40:00,conditions Fog,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,34
0x1b7d,MUMRES19DEL01,33,4.7,19.131141,72.813074,19.17114,72.853074,2022-03-09,14:00:00,14:10:00,conditions Cloudy,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
0x538f,RANCHIRES01DEL01,22,4.8,23.416792,85.316842,23.486792,85.386842,2022-03-20,19:30:00,19:35:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,28
0x7b1d,JAPRES08DEL02,30,4.9,26.910262,75.783013,26.930262,75.803013,2022-03-13,10:45:00,11:00:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Urban ,15
0x55d3,BANGRES08DEL02,25,4.1,12.906229,77.596791,12.926229,77.616791,2022-03-03,11:00:00,11:05:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,18
0x3f7c,MYSRES19DEL02,25,4.9,12.334022,76.618203,12.384022,76.668203,2022-03-15,17:45:00,18:00:00,conditions Sunny,Medium ,2,Snack ,motorcycle ,0,No ,Metropolitian ,10
0x157e,MYSRES18DEL01,27,4.8,12.337928,76.617889,12.377928,76.657889,2022-03-19,16:45:00,16:55:00,conditions Cloudy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,14
0x4367,HYDRES07DEL01,34,3.9,17.424114,78.347554,17.494114,78.417554,2022-03-06,21:55:00,22:10:00,conditions Stormy,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,36
0x66d9,VADRES17DEL03,39,4.6,0.0,0.0,0.03,0.03,2022-03-03,22:25:00,22:35:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,16
0xcfbb,ALHRES06DEL01,29,5.0,0.0,0.0,0.07,0.07,2022-02-12,20:20:00,20:25:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
0xc19d,KOLRES18DEL02,34,4.7,22.569367,88.433187,22.589367,88.453187,2022-02-13,10:30:00,10:45:00,conditions Windy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,27
0xc72a,KOCRES15DEL01,26,4.9,10.027364,76.308258,10.137364,76.418258,2022-02-18,20:30:00,20:40:00,conditions Windy,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,24
0xa1ed,INDORES02DEL01,35,4.4,22.651847,75.881991,22.691847,75.921991,2022-03-05,12:55:00,13:00:00,conditions Cloudy,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,32
0x98e0,COIMBRES06DEL02,37,4.8,11.021278,76.995017,11.101278,77.075017,2022-03-08,21:40:00,21:45:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,27
0x7f5c,MUMRES02DEL01,28,4.8,19.221315,72.862381,19.331315,72.972381,2022-03-31,23:40:00,23:55:00,conditions Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,28
0x4834,CHENRES05DEL03,31,4.7,13.058616,80.264151,13.088616,80.294151,2022-03-05,22:10:00,22:15:00,conditions Sandstorms,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,28
0x4bc4,BANGRES19DEL02,31,4.0,12.914264,77.6784,12.934264,77.6984,2022-03-28,09:40:00,09:50:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
0x829a,CHENRES14DEL01,34,4.0,13.026279,80.174568,13.066279,80.214568,2022-03-05,17:00:00,17:05:00,conditions Windy,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,31
0xc097,BHPRES01DEL03,36,4.8,-23.211529,77.419399,23.241529,77.449399,2022-02-15,21:35:00,21:45:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,28
0x110a,INDORES16DEL02,31,4.7,22.744648,75.894377,22.794648,75.944377,2022-04-05,23:00:00,23:15:00,conditions Stormy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,25
0x5d57,VADRES04DEL01,21,4.9,0.0,0.0,0.11,0.11,2022-03-20,23:35:00,23:45:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,22
0xb620,RANCHIRES03DEL03,32,4.5,0.0,0.0,0.06,0.06,2022-03-13,23:35:00,23:40:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,20
0x925e,BANGRES13DEL01,26,4.7,12.935662,77.61413,13.045662,77.72413,2022-03-12,20:50:00,20:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,3,No ,Metropolitian ,48
0xdccc,LUDHRES02DEL01,33,4.9,0.0,0.0,0.04,0.04,2022-02-11,16:40:00,16:45:00,conditions Sunny,Medium ,0,Buffet ,motorcycle ,0,No ,Urban ,21
0x43e3,INDORES16DEL02,39,4.4,22.744648,75.894377,22.824648,75.974377,2022-03-02,17:50:00,18:00:00,conditions Fog,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,41
0x6713,MYSRES11DEL03,35,4.9,12.323225,76.630028,12.413225,76.720028,2022-03-10,19:50:00,20:05:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,46
0x9315,JAPRES03DEL03,30,4.9,26.913483,75.803139,27.003483,75.893139,2022-03-18,21:40:00,21:50:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,44
0xd680,GOARES16DEL01,22,4.9,15.498603,73.826911,15.508603,73.836911,2022-02-11,08:55:00,09:00:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,17
0xb7d8,MYSRES07DEL02,24,4.4,12.325461,76.632278,12.345461,76.652278,2022-03-15,10:15:00,10:25:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
0xbda1,SURRES13DEL03,39,4.6,21.170096,72.789122,21.260096,72.879122,2022-03-18,21:20:00,21:25:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,29
0x28b2,COIMBRES03DEL01,22,4.6,11.025083,77.015393,11.095083,77.085393,2022-03-23,20:50:00,21:00:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,20
0x5a6b,CHENRES04DEL01,37,4.4,13.02978,80.208812,13.09978,80.278812,2022-03-29,20:20:00,20:30:00,conditions Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,39
0x548b,HYDRES17DEL01,37,4.4,17.451976,78.385883,17.461976,78.395883,2022-03-05,12:00:00,12:10:00,conditions Stormy,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,38
0x810b,BANGRES03DEL03,32,4.7,12.979166,77.640709,13.069166,77.730709,2022-03-14,20:55:00,21:00:00,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,22
0x85df,HYDRES09DEL03,39,4.7,17.431668,78.408321,17.521668,78.498321,2022-03-06,21:10:00,21:25:00,conditions Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,21
0x20d6,COIMBRES07DEL01,21,4.3,10.96185,76.971082,11.07185,77.081082,2022-03-31,21:20:00,21:25:00,conditions Fog,Jam ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,32
0x4516,BANGRES01DEL02,38,5.0,12.933284,77.615428,12.953284,77.635428,2022-04-03,10:35:00,10:45:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,29
0x9674,PUNERES07DEL02,33,4.3,18.546947,73.900626,18.676947,74.030626,2022-03-08,19:20:00,19:30:00,conditions Stormy,Jam ,2,Drinks ,scooter ,1,No ,Urban ,40
0xc81a,GOARES010DEL01,34,4.7,15.546594,73.760431,15.586594,73.800431,2022-02-17,14:50:00,14:55:00,conditions Cloudy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,32
0x77bb,PUNERES01DEL02,29,2.5,18.569156,73.774723,18.699156,73.904723,2022-03-20,22:25:00,22:35:00,conditions Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,44
0xa2f2,HYDRES16DEL03,37,4.3,17.440827,78.393391,17.530827,78.483391,2022-03-12,22:15:00,22:30:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,35
0x330f,SURRES05DEL01,20,4.9,21.175104,72.804342,21.285104,72.914342,2022-03-12,18:15:00,18:25:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0x4873,MUMRES12DEL01,20,5.0,19.207222,72.972281,19.247222,73.012281,2022-03-19,12:30:00,12:45:00,conditions Fog,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,29
0x9800,MUMRES01DEL03,37,4.7,19.12663,72.829976,19.18663,72.889976,2022-03-15,23:30:00,23:45:00,conditions Cloudy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,16
0x59e9,PUNERES20DEL01,22,5.0,18.592718,73.773572,18.602718,73.783572,2022-03-28,08:40:00,08:55:00,conditions Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,17
0x942e,VADRES07DEL03,26,4.6,0.0,0.0,0.06,0.06,2022-03-30,18:40:00,18:45:00,conditions Sunny,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,12
0xc59a,LUDHRES12DEL03,26,4.6,30.893244,75.821817,30.983244,75.911817,2022-02-14,17:35:00,17:45:00,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,29
0xe1c6,GOARES15DEL01,32,4.4,15.51315,73.78346,15.58315,73.853459,2022-02-14,21:50:00,21:55:00,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0x3926,JAPRES09DEL02,23,4.6,26.911378,75.789034,27.041378,75.919034,2022-03-31,23:55:00,00:10:00,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,19
0x2a6a,MUMRES02DEL02,23,4.6,19.221315,72.862381,19.241315,72.882381,2022-03-11,10:15:00,10:30:00,conditions Cloudy,Low ,2,Meal ,electric_scooter ,1,No ,Urban ,10
0xdeab,LUDHRES14DEL03,26,4.4,30.892978,75.821847,30.982978,75.911847,2022-02-16,21:10:00,21:25:00,conditions Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,31
0x20c3,MYSRES04DEL02,27,4.5,12.3085,76.665808,12.3885,76.745808,2022-03-23,19:55:00,20:05:00,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,25
0x9dd7,COIMBRES07DEL02,33,4.4,10.96185,76.971082,11.04185,77.051082,2022-04-02,18:35:00,18:45:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,38
0x6b6d,RANCHIRES11DEL01,39,4.0,23.359194,85.325447,23.369194,85.335447,2022-03-19,08:35:00,08:40:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,21
0xa347,HYDRES15DEL02,29,4.5,17.45971,78.368855,17.53971,78.448855,2022-03-25,20:10:00,20:25:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
0x3593,MUMRES18DEL01,20,4.6,19.1093,72.825451,19.1193,72.835451,2022-03-11,09:10:00,09:20:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,16
0x1ae3,VADRES13DEL02,25,4.8,22.310237,73.158921,22.440237,73.288921,2022-03-04,19:35:00,19:40:00,conditions Sunny,Jam ,1,Snack ,motorcycle ,0,No ,Urban ,11
0x823c,MUMRES02DEL01,20,5.0,19.221315,72.862381,19.261315,72.902381,2022-03-17,14:50:00,15:00:00,conditions Cloudy,High ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,22
0x28df,JAPRES02DEL03,23,4.8,26.914142,75.805704,26.974142,75.865704,2022-03-24,23:10:00,23:15:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,11
0xb551,JAPRES12DEL02,24,4.6,26.902908,75.792934,26.922908,75.812934,2022-03-24,08:20:00,08:25:00,conditions Fog,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,15
0x125d,MYSRES11DEL03,25,4.8,12.323225,76.630028,12.353225,76.660028,2022-03-15,18:30:00,18:40:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,15
0xd2e1,KOLRES14DEL03,37,4.8,22.552996,88.35231,22.612996,88.41231,2022-02-13,18:30:00,18:35:00,conditions Sandstorms,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,26
0xb82a,MUMRES12DEL01,39,4.0,19.207222,72.972281,19.317222,73.082281,2022-03-14,22:25:00,22:40:00,conditions Fog,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,38
0x23ff,SURRES20DEL01,33,4.6,21.15276,72.778059,21.19276,72.818059,2022-04-01,17:00:00,17:05:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,29
0x9c4a,COIMBRES05DEL01,25,4.6,11.022169,76.999594,11.032169,77.009594,2022-03-03,09:35:00,09:50:00,conditions Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,14
0x8abb,BANGRES06DEL02,32,4.8,12.979096,77.640625,12.999096,77.660625,2022-03-07,09:00:00,09:15:00,conditions Cloudy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,19
0x6278,RANCHIRES01DEL02,37,4.8,23.416792,85.316842,23.436792,85.336842,2022-03-30,08:20:00,08:30:00,conditions Sunny,Low ,2,Buffet ,motorcycle ,0,No ,Urban ,10
0xc686,KOLRES12DEL02,31,4.5,22.551084,88.354127,22.571084,88.374127,2022-02-13,09:20:00,09:35:00,conditions Fog,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,16
0xaed3,COIMBRES08DEL03,32,4.9,11.001852,76.976268,11.061852,77.036268,2022-03-15,18:00:00,18:15:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,31
0xdedf,KOCRES11DEL01,29,5.0,10.006881,76.345397,10.016881,76.355397,2022-02-17,09:15:00,09:20:00,conditions Fog,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,17
0xd027,GOARES13DEL02,30,4.9,15.506205,73.766668,15.556205,73.816668,2022-02-15,22:25:00,22:35:00,conditions Sunny,Low ,2,Snack ,scooter ,0,No ,Urban ,13
0x408f,SURRES19DEL01,26,4.7,21.149669,72.772629,21.219669,72.842629,2022-03-25,21:40:00,21:55:00,conditions Sunny,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,24
0xaa14,SURRES05DEL03,20,4.9,21.175104,72.804342,21.235104,72.864342,2022-03-15,17:40:00,17:50:00,conditions Sunny,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,10
0x2b17,HYDRES17DEL01,29,4.7,17.451976,78.385883,17.461976,78.395883,2022-03-26,09:40:00,09:45:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,14
0xe0f4,KOLRES04DEL03,28,4.7,22.538731,88.364878,22.568731,88.394878,2022-02-17,22:40:00,22:55:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,14
0x1dd4,HYDRES16DEL02,30,4.9,17.440827,78.393391,17.460827,78.413391,2022-03-05,10:00:00,10:15:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,20
0x7a10,HYDRES20DEL01,30,4.7,17.483216,78.552111,17.523216,78.592111,2022-03-28,13:55:00,14:00:00,conditions Sunny,High ,2,Drinks ,scooter ,0,No ,Metropolitian ,21
0x6934,HYDRES15DEL03,28,4.0,17.45971,78.368855,17.51971,78.428855,2022-04-05,23:00:00,23:05:00,conditions Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,20
0x8730,JAPRES09DEL03,29,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-16,17:15:00,17:20:00,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Urban ,26
0x334f,HYDRES06DEL02,25,4.9,17.455894,78.375467,17.585894,78.505467,2022-03-18,21:45:00,21:50:00,conditions Stormy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,25
0xa67b,MYSRES08DEL01,24,4.7,12.297954,76.665169,12.307954,76.675169,2022-03-07,11:10:00,11:20:00,conditions Cloudy,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,32
0x7a38,CHENRES14DEL03,33,4.7,13.026279,80.174568,13.116279,80.264568,2022-03-27,20:15:00,20:20:00,conditions Stormy,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,29
0xd547,LUDHRES03DEL03,39,4.8,30.88722,75.804893,30.94722,75.864893,2022-02-11,22:10:00,22:20:00,conditions Windy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,20
0x18a5,JAPRES11DEL03,21,4.5,26.90294,75.793007,26.99294,75.883007,2022-04-02,23:15:00,23:20:00,conditions Sandstorms,Low ,2,Buffet ,scooter ,0,No ,NaN ,11
0x5703,SURRES20DEL02,24,4.6,21.15276,72.778059,21.17276,72.798059,2022-03-21,10:50:00,10:55:00,conditions Cloudy,Low ,1,Snack ,scooter ,1,No ,Urban ,13
0x8139,PUNERES20DEL01,35,4.7,18.592718,73.773572,18.662718,73.843572,2022-03-12,22:25:00,22:35:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,21
0x2553,JAPRES16DEL02,39,4.6,26.849596,75.800512,26.979596,75.930512,2022-03-08,18:00:00,18:15:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,27
0x71a1,BANGRES18DEL01,22,4.6,12.913041,77.683237,12.953041,77.723237,2022-03-01,13:00:00,13:15:00,conditions Cloudy,High ,0,Buffet ,motorcycle ,1,No ,Urban ,24
0x4586,CHENRES14DEL02,33,4.3,13.026279,80.174568,13.076279,80.224568,2022-03-05,19:20:00,19:35:00,conditions Fog,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,37
0x2a92,SURRES13DEL01,29,4.4,21.170096,72.789122,21.210096,72.829122,2022-04-01,12:15:00,12:20:00,conditions Sunny,High ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,43
